url,isBlog,isWordpress,isBlogSpot,isUrlIncludeDate,isUrlIncludeDomainPostTitle,isUrlIncludeYearMonthPostTitle,isUrlIncludeDomainPostTitleNumbers,urlLen,numOfKeywords,isPrefixBlog,isMetaTagIncludeBlogKeyword,isUrlSuffixHTML,domainLen,pathNumberCount,lenOfPath
https://getbootstrap.com/docs/5.2/layout/gutters/,0,0,0,0,0,0,0,49,15705,0,0,0,16,2,4
https://www.rolex.com/watches/datejust/m278274-0030.html,0,0,0,0,0,0,0,56,59686,0,0,1,13,10,3
https://www.bekaertdeslee.com/zh/sustainability/sustainable-products/vegan,0,0,0,0,0,0,0,74,8682,0,0,0,21,0,4
https://www.rolex.com/watches/day-date/m228239-0033.html,0,0,0,0,0,0,0,56,61308,0,0,1,13,10,3
https://www.parasut.com/blog/on-muhasebe-rehberi,0,0,0,0,0,0,0,48,26193,0,0,0,15,0,2
https://www.bekaertdeslee.com/de/-/sap-business-process-leader,0,0,0,0,0,0,0,62,7221,0,0,0,21,0,3
https://www.bbc.co.uk/news/localnews/10109998-Aird%20Asaig/0,0,0,0,0,0,0,0,60,217613,0,0,0,13,11,4
https://www.iu.edu/about/leadership/ovpit.html,0,0,0,0,0,0,0,46,6151,0,0,1,10,0,3
https://www.bekaertdeslee.com/nl/about/values,0,0,0,0,0,0,0,45,8810,0,0,0,21,0,3
https://www.marmara.edu.tr/news/tip-fakultesi-goz-hastaliklari-anabilim-dali-baskani-prof-dr-ozlem-sahin-ve-ekibi-rektorumuzu-ziyaret-etti,0,0,0,0,0,0,0,138,14348,0,0,0,18,0,2
https://www.iu.edu/academics/degrees/index.html,0,0,0,0,0,0,0,47,6892,0,0,1,10,0,3
https://getbootstrap.com/docs/5.2/examples/features/,0,0,0,0,0,0,0,52,5037,0,0,0,16,2,4
https://www.iu.edu/nondiscrimination/index.html,0,0,0,0,0,0,0,47,5342,0,0,1,10,0,2
https://www.marmara.edu.tr/kampuste-yasam/barinma/yurtlar,0,0,0,0,0,0,0,57,13653,0,0,0,18,0,3
https://www.bbc.co.uk/news/localnews/2657859-Abbotts%20Ann/0,0,0,0,0,0,0,0,60,250338,0,0,0,13,10,4
https://www.bbc.co.uk/news/localnews/2657579-Akeld/0,0,0,0,0,0,0,0,52,249934,0,0,0,13,8,4
https://www.bekaertdeslee.com/es/-/sample-engineer,0,0,0,0,0,0,0,50,7894,0,0,0,21,0,3
https://www.bekaertdeslee.com/en/-/occupational-health-and-safety-specialist,0,0,0,0,0,0,0,76,7145,0,0,0,21,0,3
https://www.ankara.edu.tr/dizin/akademik_kazilar/kubadabad-saray-kuelliyesi-kazisi,0,0,0,0,0,0,0,82,11491,0,0,0,17,0,3
https://www.parasut.com/blog/karadagda-sirket-kurmak,0,0,0,0,0,0,0,52,16282,0,0,0,15,0,2
https://www.marmara.edu.tr/news/marmara-universitesi-kalite-komisyonu-toplantisi-gerceklestirildi,0,0,0,0,0,0,0,97,14699,0,0,0,18,0,2
https://www.rolex.com/about-rolex-watches/2000-2013.html,0,0,0,0,0,0,0,56,50624,0,0,1,13,8,2
https://akarelk.com/isikli-tas,0,0,0,0,0,0,0,30,22752,0,0,0,11,0,1
https://www.rolex.com/world-of-rolex/perpetual-planet.html,0,0,0,0,0,0,0,58,49550,0,0,1,13,0,2
https://www.rolex.com/about-rolex-watches/materials.html,0,0,0,0,0,0,0,56,52748,0,0,1,13,0,2
